0.30 0.20 99 3.31294 0.0247701
0.30 0.22 99 2.33681 0.0159465
0.30 0.24 99 1.74599 0.0117482
0.30 0.26 99 1.39676 0.00844886
0.30 0.28 99 1.17591 0.00725765
0.30 0.30 99 1.03016 0.0058626
0.30 0.32 99 0.931548 0.00410555
0.30 0.34 99 0.845543 0.00373394
0.30 0.36 99 0.769412 0.00377563
0.30 0.38 99 0.704553 0.00301314
0.30 0.40 99 0.638106 0.00339553
0.30 0.42 99 0.577001 0.00352484
0.30 0.44 99 0.516194 0.00327356
0.30 0.46 99 0.465914 0.0035685
0.30 0.48 99 0.413462 0.0034442
0.30 0.50 99 0.357979 0.00341454
0.30 0.52 99 0.304897 0.00292921
0.30 0.54 99 0.258218 0.00278373
0.30 0.56 99 0.213467 0.00270237
0.30 0.58 99 0.170657 0.00241059
0.30 0.60 99 0.124133 0.00236929
0.30 0.62 99 0.0848173 0.00242335
0.30 0.64 99 0.0503308 0.00242296
0.30 0.66 99 0.0130808 0.00211031
0.30 0.68 99 -0.0184388 0.00207699
0.30 0.70 99 -0.0511723 0.00213926
0.30 0.72 99 -0.0808599 0.00204932
0.30 0.74 99 -0.107238 0.00208461
0.30 0.76 99 -0.133313 0.00174027
0.30 0.78 99 -0.156002 0.00176834
0.30 0.80 99 -0.176521 0.00164141
0.30 0.82 99 -0.194923 0.00154534
0.30 0.84 99 -0.211052 0.00160224
0.30 0.86 99 -0.223908 0.00167843
0.30 0.88 99 -0.235853 0.00182201
0.30 0.90 99 -0.242376 0.00201828
0.32 0.20 99 3.71575 0.0247978
0.32 0.22 99 2.51487 0.0166079
0.32 0.24 99 1.82598 0.0120257
0.32 0.26 99 1.4018 0.00981554
0.32 0.28 99 1.13567 0.00733485
0.32 0.30 99 0.973069 0.0048494
0.32 0.32 99 0.849594 0.00409183
0.32 0.34 99 0.758829 0.0034729
0.32 0.36 99 0.68609 0.00324465
0.32 0.38 99 0.620052 0.00343125
0.32 0.40 99 0.568781 0.00272763
0.32 0.42 99 0.511835 0.00304602
0.32 0.44 99 0.458835 0.00310549
0.32 0.46 99 0.409502 0.00338421
0.32 0.48 99 0.363159 0.00314872
0.32 0.50 99 0.30922 0.00318755
0.32 0.52 99 0.264564 0.00270525
0.32 0.54 99 0.218144 0.00272196
0.32 0.56 99 0.176367 0.00252118
0.32 0.58 99 0.136939 0.00248825
0.32 0.60 99 0.0976674 0.0022052
0.32 0.62 99 0.0620913 0.00223474
0.32 0.64 99 0.0261951 0.00222069
0.32 0.66 99 -0.00637989 0.00211535
0.32 0.68 99 -0.0396826 0.00201087
0.32 0.70 99 -0.0682243 0.00198683
0.32 0.72 99 -0.0961373 0.00211858
0.32 0.74 99 -0.121653 0.0019703
0.32 0.76 99 -0.146638 0.00176572
0.32 0.78 99 -0.166099 0.00166374
0.32 0.80 99 -0.186126 0.00157669
0.32 0.82 99 -0.20362 0.00155248
0.32 0.84 99 -0.218723 0.00136757
0.32 0.86 99 -0.23026 0.00176314
0.32 0.88 99 -0.240549 0.00177571
0.32 0.90 99 -0.245525 0.0022285
0.34 0.20 99 4.05112 0.0287247
0.34 0.22 99 2.78011 0.0192383
0.34 0.24 99 1.97076 0.0157171
0.34 0.26 99 1.45798 0.0097852
0.34 0.28 99 1.1457 0.00774959
0.34 0.30 99 0.929428 0.00532593
0.34 0.32 99 0.787282 0.00417449
0.34 0.34 99 0.689983 0.00360431
0.34 0.36 99 0.619401 0.00344736
0.34 0.38 99 0.556728 0.00319746
0.34 0.40 99 0.499036 0.00290421
0.34 0.42 99 0.447855 0.00298406
0.34 0.44 99 0.399783 0.00309004
0.34 0.46 99 0.355803 0.00291581
0.34 0.48 99 0.307766 0.00298701
0.34 0.50 99 0.266742 0.00266702
0.34 0.52 99 0.225575 0.00268676
0.34 0.54 99 0.184309 0.00244171
0.34 0.56 99 0.142114 0.00234678
0.34 0.58 99 0.106458 0.00219579
0.34 0.60 99 0.0700572 0.00217024
0.34 0.62 99 0.0373584 0.00230511
0.34 0.64 99 0.00340223 0.00207574
0.34 0.66 99 -0.0288863 0.00231331
0.34 0.68 99 -0.0577361 0.00218183
0.34 0.70 99 -0.0850855 0.00215058
0.34 0.72 99 -0.112597 0.002014
0.34 0.74 99 -0.136084 0.00178275
0.34 0.76 99 -0.157018 0.00166181
0.34 0.78 99 -0.177594 0.00168504
0.34 0.80 99 -0.195704 0.00156111
0.34 0.82 99 -0.210532 0.00140257
0.34 0.84 99 -0.223743 0.00168535
0.34 0.86 99 -0.234962 0.00175075
0.34 0.88 99 -0.243289 0.00190859
0.34 0.90 99 -0.248097 0.00219021
0.36 0.20 99 4.39208 0.0286052
0.36 0.22 99 3.02702 0.020144
0.36 0.24 99 2.13317 0.0156489
0.36 0.26 99 1.54924 0.0110181
0.36 0.28 99 1.17031 0.00886073
0.36 0.30 99 0.910072 0.0064449
0.36 0.32 99 0.747405 0.00471323
0.36 0.34 99 0.633057 0.00389312
0.36 0.36 99 0.552608 0.0032916
0.36 0.38 99 0.491349 0.00290589
0.36 0.40 99 0.437709 0.00279314
0.36 0.42 99 0.389549 0.00244844
0.36 0.44 99 0.343961 0.00255398
0.36 0.46 99 0.301206 0.00292025
0.36 0.48 99 0.259773 0.00239579
0.36 0.50 99 0.219308 0.00251089
0.36 0.52 99 0.178665 0.00251119
0.36 0.54 99 0.143063 0.00219505
0.36 0.56 99 0.108179 0.00239641
0.36 0.58 99 0.0724552 0.00220457
0.36 0.60 99 0.0412965 0.00224647
0.36 0.62 99 0.00709762 0.00210888
0.36 0.64 99 -0.0219289 0.00218844
0.36 0.66 99 -0.0511294 0.00207119
0.36 0.68 99 -0.0789217 0.00204168
0.36 0.70 99 -0.106499 0.00205501
0.36 0.72 99 -0.129164 0.00193544
0.36 0.74 99 -0.151123 0.00176415
0.36 0.76 99 -0.171874 0.00177307
0.36 0.78 99 -0.188596 0.00150323
0.36 0.80 99 -0.206646 0.00134783
0.36 0.82 99 -0.219154 0.00155195
0.36 0.84 99 -0.231207 0.00167793
0.36 0.86 99 -0.239275 0.00186349
0.36 0.88 99 -0.248579 0.00221226
0.36 0.90 99 -0.251943 0.00201314
0.38 0.20 99 4.70804 0.0301258
0.38 0.22 99 3.28605 0.022478
0.38 0.24 99 2.32527 0.0174049
0.38 0.26 99 1.64813 0.0125063
0.38 0.28 99 1.21736 0.0100342
0.38 0.30 99 0.920225 0.00641927
0.38 0.32 99 0.733347 0.00469264
0.38 0.34 99 0.589686 0.00412125
0.38 0.36 99 0.497018 0.00338187
0.38 0.38 99 0.429784 0.00297041
0.38 0.40 99 0.376754 0.00305021
0.38 0.42 99 0.329667 0.00235034
0.38 0.44 99 0.287759 0.00238908
0.38 0.46 99 0.246331 0.00233993
0.38 0.48 99 0.208075 0.00229268
0.38 0.50 99 0.173612 0.00266775
0.38 0.52 99 0.136824 0.00217351
0.38 0.54 99 0.104457 0.00231153
0.38 0.56 99 0.0713667 0.00217636
0.38 0.58 99 0.0394429 0.00212125
0.38 0.60 99 0.00856847 0.00211655
0.38 0.62 99 -0.0180854 0.00197297
0.38 0.64 99 -0.0471411 0.00210243
0.38 0.66 99 -0.0750573 0.00201418
0.38 0.68 99 -0.0990344 0.00199272
0.38 0.70 99 -0.125428 0.00191043
0.38 0.72 99 -0.144244 0.00178288
0.38 0.74 99 -0.165151 0.00161445
0.38 0.76 99 -0.183737 0.0015563
0.38 0.78 99 -0.199185 0.00160388
0.38 0.80 99 -0.215638 0.0015305
0.38 0.82 99 -0.227524 0.00159956
0.38 0.84 99 -0.238129 0.0016561
0.38 0.86 99 -0.246265 0.0019491
0.38 0.88 99 -0.25197 0.00206967
0.38 0.90 99 -0.256356 0.00213792
0.40 0.20 99 4.94797 0.0265192
0.40 0.22 99 3.55162 0.0194552
0.40 0.24 99 2.50597 0.016852
0.40 0.26 99 1.7826 0.01289
0.40 0.28 99 1.28686 0.0106144
0.40 0.30 99 0.954972 0.00705167
0.40 0.32 99 0.730489 0.00583304
0.40 0.34 99 0.568808 0.00477405
0.40 0.36 99 0.464059 0.00333101
0.40 0.38 99 0.379339 0.00338724
0.40 0.40 99 0.323636 0.00276006
0.40 0.42 99 0.277084 0.00226993
0.40 0.44 99 0.237015 0.00244219
0.40 0.46 99 0.196767 0.00202511
0.40 0.48 99 0.161811 0.00226704
0.40 0.50 99 0.125783 0.00229799
0.40 0.52 99 0.0930204 0.00216912
0.40 0.54 99 0.0670962 0.00210858
0.40 0.56 99 0.03665 0.00199164
0.40 0.58 99 0.00558331 0.002126
0.40 0.60 99 -0.0194358 0.00189189
0.40 0.62 99 -0.0487166 0.00212648
0.40 0.64 99 -0.073975 0.00195033
0.40 0.66 99 -0.0974058 0.00194172
0.40 0.68 99 -0.120558 0.0018687
0.40 0.70 99 -0.142924 0.00185372
0.40 0.72 99 -0.16273 0.00162589
0.40 0.74 99 -0.181846 0.00154953
0.40 0.76 99 -0.196997 0.00154101
0.40 0.78 99 -0.211756 0.00136233
0.40 0.80 99 -0.224855 0.00148186
0.40 0.82 99 -0.238716 0.00157376
0.40 0.84 99 -0.245766 0.00175047
0.40 0.86 99 -0.252107 0.00195601
0.40 0.88 99 -0.256612 0.00203832
0.40 0.90 99 -0.258874 0.00202776
0.42 0.20 99 5.15998 0.0277474
0.42 0.22 99 3.75323 0.0218973
0.42 0.24 99 2.7139 0.0162085
0.42 0.26 99 1.95228 0.0138102
0.42 0.28 99 1.38647 0.009576
0.42 0.30 99 1.00963 0.00768709
0.42 0.32 99 0.740841 0.00654976
0.42 0.34 99 0.557889 0.00462161
0.42 0.36 99 0.432758 0.00413879
0.42 0.38 99 0.343695 0.00279863
0.42 0.40 99 0.27694 0.00288353
0.42 0.42 99 0.225546 0.00229087
0.42 0.44 99 0.186348 0.00231269
0.42 0.46 99 0.14949 0.00219092
0.42 0.48 99 0.1161 0.00186496
0.42 0.50 99 0.0856804 0.0018843
0.42 0.52 99 0.0544375 0.00204018
0.42 0.54 99 0.0260716 0.00222874
0.42 0.56 99 2.05545e-05 0.00182484
0.42 0.58 99 -0.0274999 0.00205959
0.42 0.60 99 -0.0521014 0.00197353
0.42 0.62 99 -0.0769936 0.00189411
0.42 0.64 99 -0.0996936 0.00192894
0.42 0.66 99 -0.12239 0.00172316
0.42 0.68 99 -0.141853 0.00166485
0.42 0.70 99 -0.161703 0.00168051
0.42 0.72 99 -0.180216 0.00160461
0.42 0.74 99 -0.197174 0.00154458
0.42 0.76 99 -0.211276 0.00144825
0.42 0.78 99 -0.224758 0.00136332
0.42 0.80 99 -0.234457 0.00161588
0.42 0.82 99 -0.244646 0.00164638
0.42 0.84 99 -0.250844 0.00198252
0.42 0.86 99 -0.256286 0.00219792
0.42 0.88 99 -0.259131 0.00197313
0.42 0.90 99 -0.261779 0.00212931
0.44 0.20 99 5.27889 0.0258453
0.44 0.22 99 3.94278 0.0211192
0.44 0.24 99 2.86677 0.0180859
0.44 0.26 99 2.10031 0.0131543
0.44 0.28 99 1.48718 0.0110205
0.44 0.30 99 1.06717 0.00915407
0.44 0.32 99 0.772218 0.00635174
0.44 0.34 99 0.558562 0.0056151
0.44 0.36 99 0.419575 0.00381996
0.44 0.38 99 0.315866 0.00315089
0.44 0.40 99 0.23859 0.00272743
0.44 0.42 99 0.182039 0.0026897
0.44 0.44 99 0.137573 0.00204387
0.44 0.46 99 0.102147 0.00209379
0.44 0.48 99 0.0712923 0.00199547
0.44 0.50 99 0.0399962 0.00209032
0.44 0.52 99 0.0126037 0.00203345
0.44 0.54 99 -0.0120371 0.00166342
0.44 0.56 99 -0.037102 0.00168501
0.44 0.58 99 -0.0617215 0.00183421
0.44 0.60 99 -0.0833139 0.00183154
0.44 0.62 99 -0.103727 0.00183462
0.44 0.64 99 -0.126191 0.001775
0.44 0.66 99 -0.144691 0.00186349
0.44 0.68 99 -0.164339 0.00178704
0.44 0.70 99 -0.181561 0.00159279
0.44 0.72 99 -0.195953 0.00149705
0.44 0.74 99 -0.211529 0.00140675
