1     1.09917           0
2     1.09771  0.00103192
3      1.0955  0.00192854
4     1.09248   0.0029884
5     1.08856  0.00424296
6     1.08364  0.00571849
7     1.07758  0.00744677
8     1.07025  0.00946195
9     1.06148   0.0117961
10     1.05111    0.014473
11     1.03901   0.0174993
12     1.02509   0.0208561
13     1.00933   0.0244905
14    0.991835   0.0283081
15    0.972827   0.0321757
16    0.952663   0.0359321
17    0.931806   0.0394095
18    0.910782   0.0424591
19    0.890119   0.0449723
20    0.870289    0.046892
21    0.851672   0.0482135
22    0.834525   0.0489761
23    0.818985   0.0492504
24    0.805076   0.0491231
25    0.792732   0.0486844
26    0.781826    0.048018
27    0.772196   0.0471953
28    0.763672   0.0462732
29    0.756089   0.0452946
30    0.749304   0.0442901
31    0.743197   0.0432804
32    0.737671   0.0422791
33    0.732648   0.0412953
34    0.728061   0.0403346
35    0.723851   0.0394013
36     0.71996   0.0384985
37    0.716337   0.0376281
38    0.712934   0.0367914
39    0.709715   0.0359886
40    0.706655   0.0352187
41    0.703742   0.0344799
42    0.700974     0.03377
43    0.698352   0.0330862
44    0.695885   0.0324261
45    0.693579   0.0317874
46    0.691436   0.0311685
47    0.689455   0.0305683
48    0.687626   0.0299861
49    0.685929   0.0294221
50    0.684343   0.0288764
1     1.09872           0
2     1.09493  0.00267808
3     1.08923  0.00498428
4      1.0819   0.0073693
5     1.07327  0.00971408
6     1.06372   0.0118957
7     1.05367   0.0138038
8     1.04354   0.0153492
9     1.03375   0.0164753
10     1.02461   0.0171728
11     1.01636   0.0174822
12     1.00907   0.0174789
13     1.00272   0.0172519
14    0.997182   0.0168839
15    0.992327   0.0164415
16    0.988005   0.0159717
17    0.984099   0.0155027
18    0.980526   0.0150475
19    0.977227   0.0146127
20    0.974132   0.0142059
21    0.971147   0.0138396
22    0.968164   0.0135282
23    0.965092   0.0132842
24    0.961879   0.0131135
25     0.95852   0.0130119
26    0.955062   0.0129629
27    0.951599   0.0129372
28    0.948264   0.0128977
29    0.945204    0.012811
30    0.942543   0.0126571
31    0.940367   0.0124346
32    0.938705   0.0121565
33    0.937544   0.0118434
34    0.936837   0.0115162
35    0.936517   0.0111916
36    0.936506   0.0108807
37    0.936719   0.0105887
38    0.937064   0.0103157
39    0.937446   0.0100583
40    0.937769  0.00981199
41    0.937946  0.00957427
42    0.937908  0.00934639
43    0.937612   0.0091337
44    0.937045  0.00894375
45    0.936217  0.00878321
46    0.935163  0.00865532
47    0.933928  0.00855872
48    0.932566  0.00848808
49    0.931128  0.00843586
50    0.929656  0.00839457
1     1.09483           0
2     1.09099  0.00271509
3      1.0862   0.0043116
4     1.08041   0.0059664
5     1.07369  0.00767658
6     1.06623  0.00934195
7     1.05837   0.0108214
8     1.05053   0.0119759
9     1.04318   0.0127037
10     1.03673   0.0129662
11     1.03152   0.0127919
12     1.02776   0.0122674
13     1.02553   0.0115248
14     1.02478   0.0107255
15     1.02534   0.0100252
16     1.02691  0.00951957
17     1.02909  0.00920733
18     1.03151  0.00900745
19      1.0338  0.00882052
20      1.0357  0.00858116
21     1.03703  0.00827522
22     1.03774  0.00792897
23     1.03785  0.00758503
24     1.03748  0.00727798
25     1.03679   0.0070198
26     1.03594   0.0068003
27      1.0351  0.00660008
28     1.03437   0.0064046
29      1.0338  0.00620965
30     1.03336  0.00601808
31       1.033  0.00583429
32     1.03267  0.00566177
33     1.03228  0.00550366
34     1.03179  0.00536326
35      1.0312  0.00524202
36     1.03056  0.00513569
37     1.02994  0.00503372
38     1.02945  0.00492543
39     1.02915  0.00480807
40     1.02908  0.00468834
41     1.02923  0.00457619
42     1.02953  0.00447691
43      1.0299  0.00438837
44     1.03027  0.00430455
45      1.0306  0.00422103
46     1.03086  0.00413738
47     1.03108  0.00405545
48     1.03131  0.00397721
49     1.03156  0.00390373
50     1.03181  0.00383408
1     1.09727           0
2     1.09385   0.0024197
3      1.0892  0.00412981
4     1.08365  0.00571697
5     1.07764  0.00705885
6      1.0716   0.0080582
7     1.06594  0.00867391
8     1.06092  0.00892066
9     1.05674  0.00885744
10     1.05344   0.0085628
11     1.05103  0.00811822
12     1.04942  0.00759889
13     1.04852   0.0070677
14     1.04819  0.00657042
15     1.04831  0.00613346
16     1.04876  0.00576649
17     1.04944  0.00546751
18     1.05028  0.00522726
19     1.05119  0.00503209
20     1.05213  0.00486591
21       1.053   0.0047125
22     1.05375  0.00455765
23      1.0543  0.00439252
24     1.05458  0.00421803
25      1.0545  0.00404994
26     1.05403  0.00392212
27     1.05312  0.00388098
28     1.05179  0.00396191
29     1.05014  0.00415639
30     1.04831  0.00440312
31     1.04649  0.00461842
32      1.0449  0.00474021
33     1.04368  0.00475266
34     1.04287  0.00468059
35     1.04246  0.00456501
36     1.04235  0.00443945
37     1.04245  0.00432046
38     1.04265  0.00421148
39      1.0429  0.00411073
40     1.04316  0.00401618
41     1.04342  0.00392693
42     1.04369   0.0038427
43     1.04397  0.00376335
44     1.04425  0.00368843
45     1.04453  0.00361712
46      1.0448  0.00354829
47     1.04504  0.00348084
48     1.04524  0.00341409
49      1.0454  0.00334812
50     1.04553  0.00328365
1     1.09916           0
2     1.09944 0.000193347
3     1.10031 0.000722459
4     1.10174  0.00135349
5     1.10362  0.00200131
6     1.10579  0.00259093
7     1.10808  0.00306549
8     1.11028  0.00338363
9     1.11224  0.00352816
10     1.11382   0.0035135
11       1.115    0.003384
12      1.1158  0.00319585
13     1.11632  0.00299261
14     1.11664  0.00279556
15     1.11677  0.00261237
16     1.11671  0.00244987
17     1.11643  0.00232164
18     1.11592  0.00224715
19     1.11518  0.00224836
20     1.11418  0.00235009
21     1.11287  0.00257689
22     1.11122  0.00293875
23     1.10924  0.00341394
24     1.10698  0.00394807
25     1.10456  0.00447352
26     1.10209  0.00493567
27     1.09968  0.00530964
28     1.09737  0.00560014
29     1.09515  0.00582967
30     1.09298  0.00602519
31     1.09081  0.00620855
32     1.08862  0.00639156
33     1.08639  0.00657398
34     1.08417  0.00674533
35     1.08201  0.00689039
36     1.07996   0.0069956
37     1.07809   0.0070529
38     1.07643     0.00706
39     1.07501  0.00701926
40     1.07387  0.00693663
41     1.07301   0.0068208
42     1.07243  0.00668274
43     1.07212  0.00653437
44     1.07205  0.00638626
45     1.07216  0.00624531
46      1.0724  0.00611387
47     1.07269   0.0059908
48     1.07299  0.00587379
49     1.07328  0.00576111
50     1.07356  0.00565236
1      1.0999           0
2     1.10068  0.00055235
3     1.10209  0.00121377
4     1.10402  0.00190295
5     1.10626  0.00251286
6     1.10857  0.00296984
7     1.11073  0.00324034
8     1.11258  0.00332099
9     1.11398  0.00323164
10     1.11483  0.00301849
11     1.11511  0.00275749
12     1.11489  0.00253671
13     1.11429  0.00241109
