-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 5.17241e-05 3.67771e-05
-3.075 0.000137931 6.51989e-05
-3.025 0.000267241 9.40209e-05
-2.975 0.000422414 0.000137107
-2.925 0.000853448 0.000183065
-2.875 0.00141379 0.000282411
-2.825 0.00198276 0.000415317
-2.775 0.00277586 0.000413595
-2.725 0.00422414 0.000459168
-2.675 0.00611207 0.000893103
-2.625 0.00853448 0.000992952
-2.575 0.0120172 0.00118666
-2.525 0.0152759 0.0012357
-2.475 0.0213966 0.0016717
-2.425 0.0269138 0.00156943
-2.375 0.0318879 0.0015837
-2.325 0.0392672 0.00174184
-2.275 0.0471983 0.00185759
-2.225 0.0566034 0.00213512
-2.175 0.0662586 0.0017216
-2.125 0.0798103 0.00209704
-2.075 0.0897155 0.00251571
-2.025 0.105802 0.00290302
-1.975 0.118147 0.00302098
-1.925 0.132095 0.00290135
-1.875 0.147543 0.00320993
-1.825 0.162043 0.002261
-1.775 0.173914 0.0026432
-1.725 0.191224 0.00256563
-1.675 0.20181 0.00353271
-1.625 0.210543 0.00286812
-1.575 0.22331 0.00385802
-1.525 0.227216 0.00406541
-1.475 0.238405 0.00368871
-1.425 0.249319 0.0041931
-1.375 0.256336 0.00370796
-1.325 0.262078 0.00388026
-1.275 0.267198 0.00394577
-1.225 0.269155 0.00368711
-1.175 0.27025 0.00388686
-1.125 0.273 0.00374137
-1.075 0.274957 0.00382984
-1.025 0.27469 0.00408265
-0.975 0.269379 0.00394538
-0.925 0.268 0.00408059
-0.875 0.269043 0.00364812
-0.825 0.26681 0.00266245
-0.775 0.26794 0.00265292
-0.725 0.261853 0.00272809
-0.675 0.255914 0.00311686
-0.625 0.254371 0.00326846
-0.575 0.248543 0.00335595
-0.525 0.247353 0.00384744
-0.475 0.242138 0.00312567
-0.425 0.23706 0.00319769
-0.375 0.236966 0.00269946
-0.325 0.237733 0.00292157
-0.275 0.235 0.00323311
-0.225 0.232569 0.00308196
-0.175 0.231345 0.00268087
-0.125 0.231457 0.00383878
-0.075 0.232052 0.00332991
-0.025 0.227164 0.00269301
0.025 0.227534 0.00353541
0.075 0.224353 0.00346346
0.125 0.229034 0.00328855
0.175 0.229862 0.00297094
0.225 0.234776 0.00332884
0.275 0.234457 0.00308048
0.325 0.237595 0.00383117
0.375 0.234431 0.00406559
0.425 0.23981 0.00341357
0.475 0.241629 0.00465448
0.525 0.245457 0.00416477
0.575 0.251793 0.00468957
0.625 0.247009 0.00435894
0.675 0.250457 0.00392907
0.725 0.254388 0.00346761
0.775 0.260052 0.00386692
0.825 0.267733 0.00383498
0.875 0.267017 0.00302868
0.925 0.268388 0.00317448
0.975 0.266776 0.002475
1.025 0.268569 0.0036788
1.075 0.265405 0.00386746
1.125 0.263948 0.00395589
1.175 0.26556 0.00341553
1.225 0.262328 0.00280249
1.275 0.265569 0.00313924
1.325 0.261397 0.00363175
1.375 0.258284 0.00458623
1.425 0.254517 0.00478978
1.475 0.249793 0.00568374
1.525 0.242198 0.00569268
1.575 0.228017 0.00425886
1.625 0.217397 0.00408668
1.675 0.205414 0.00370458
1.725 0.190026 0.00381236
1.775 0.178233 0.00364654
1.825 0.163293 0.00345247
1.875 0.149871 0.00298818
1.925 0.136293 0.00257681
1.975 0.122534 0.00278276
2.025 0.110784 0.00286057
2.075 0.096681 0.00302078
2.125 0.0860862 0.0029712
2.175 0.0721638 0.00305281
2.225 0.0612069 0.00264606
2.275 0.0499741 0.0024138
2.325 0.0404052 0.0024021
2.375 0.0315345 0.0022471
2.425 0.0237586 0.00159045
2.475 0.0187241 0.00122568
2.525 0.0141466 0.000985664
2.575 0.0106638 0.000999054
2.625 0.00807759 0.000709234
2.675 0.00594828 0.000668701
2.725 0.00439655 0.000671806
2.775 0.00314655 0.00062378
2.825 0.00225862 0.000602327
2.875 0.00166379 0.000574461
2.925 0.00115517 0.000387279
2.975 0.000517241 0.000156127
3.025 0.000241379 9.8593e-05
3.075 0.000112069 5.75395e-05
3.125 0.000112069 6.48274e-05
3.175 6.03448e-05 5.88169e-05
3.225 6.03448e-05 5.88169e-05
3.275 2.58621e-05 2.52072e-05
3.325 2.58621e-05 2.52072e-05
3.375 1.72414e-05 1.68048e-05
3.425 8.62069e-06 8.40241e-06
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
