5 1.9 0
10 1.9 0
15 1.9 -nan
20 1.9 -nan
25 1.9 1.05367e-08
30 1.9 0
35 1.9 -nan
40 1.9 0
45 1.9 7.45058e-09
50 1.9 7.02447e-09
5 1.9 0
10 1.9 -nan
15 1.9 -nan
20 1.9 5.93184e-07
25 1.90001 1.1942e-05
30 1.90004 3.01e-05
35 1.90009 5.49421e-05
40 1.90017 9.04109e-05
45 1.90028 0.000140975
50 1.90045 0.000212408
5 1.90073 0
10 1.90153 0.000797893
15 1.90254 0.00110888
20 1.9038 0.00148867
25 1.90538 0.00195653
30 1.90732 0.00251563
35 1.90962 0.00312491
40 1.91204 0.00363541
45 1.91409 0.00380309
50 1.91566 0.00374816
5 1.90259 0
10 1.89921 0.00337907
15 1.90027 0.00222034
20 1.90655 0.00647581
25 1.91179 0.00725391
30 1.91418 0.00638604
35 1.91399 0.00540056
40 1.91451 0.00470541
45 1.91547 0.00425961
50 1.9151 0.0038272
5 1.90975 0
10 1.9185 0.00875671
15 1.92371 0.00725892
20 1.92547 0.00542444
25 1.92397 0.00445848
30 1.92112 0.00462734
35 1.91921 0.00434974
40 1.91797 0.00396833
45 1.91705 0.00361749
50 1.9168 0.00324526
5 1.89748 0
10 1.88419 0.0132897
15 1.88589 0.00785879
20 1.89131 0.00775969
25 1.89435 0.00673718
30 1.89528 0.00557817
35 1.89485 0.0047341
40 1.89517 0.00411291
45 1.89613 0.00375048
50 1.89558 0.00339808
5 1.89545 0
10 1.89582 0.000364478
15 1.8875 0.00831882
20 1.8859 0.00609628
25 1.89116 0.007068
30 1.89553 0.00723797
35 1.89809 0.00663389
40 1.89947 0.00590756
45 1.90012 0.00525026
50 1.90031 0.00470002
5 1.8991 0
10 1.89857 0.00053191
15 1.89757 0.00105202
20 1.89675 0.00110688
25 1.89719 0.00096561
30 1.89838 0.00142622
35 1.89955 0.00168122
40 1.90046 0.0017173
45 1.90115 0.00166206
50 1.90182 0.00163169
